,quote,classe,methode of collection,groupe,source URL
83,قلب الأم هوّة عميقة ستجد المغفرة دائما في قاعها.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
84,لا ينبغي لك أن ترفع يديك على والديك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
85,برّ الوالدين أن تبذل لهما ما ملكت، وتطيعهما فيما أمراك ما لم يكن معصية.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
86,لما ماتت أم إِياس بن معاوية بكى عليها، فقيل له في ذلك فقال: كان لي بابان مفتوحان إلى الجنة فأغلق أحدهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
87,العيش ماضٍ فأكرِم والِديك بِهِ.. والأمّ أولى بِإِكرامٍ وإِحسانِ.. وحسبها الحمل والإِرضاع تدمِنه.. أمرانِ بِالفضلِ نالا كلّ إِنسانِ.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
88,إكسب طاعة إبنك بطاعة والديك، لا يغلق أمامك باب إلا ومفتاحه ببرّ والديك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
89,ما من مؤمن له أبوان فيصبح ويمسي وهو محسن إليهما إلا فتح الله له بابين من الجنة.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
90,إن الله ليعجل هلاك العبد إذا كان عاقاً لوالديه، وإن الله ليزيد في عمر العبد إذا كان باراً ليزيد براً وخيراً.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
91,الوالدان زهرتان تفوحان بالبرّ وتذبلان بالعقوق فإختر لوالديك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
92,إن رجلاً من أهل اليمن حمل أمه على عنقه، فجعل يطوف بها حول البيت، وهو يقول: إني لها بعيرها المدلل إذا ذعرت ركابها لم أذعر وما حملتني أكثر ثم قال لابن عمر: أتراني جزيتها.. فقال ابن عمر رضي الله عنهما: لا، ولا بزفرة واحدة من زفرات الولادة.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
93,الأمّ مدرسةٌ إِذا أعددتها.. أعددت شعباً طيِّب الأعراقِ.. الأمّ روضٌ إِن تعهّده الحيا.. بِالرِّيِّ أورق أيّما إِيراقِ.. الأمّ أستاذ الأساتِذةِ الألى.. شغلت ماثِرهم مدى الآفاقِ.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
94,كان علي بن أبي طالب رضي الله عنه يقول: احذروا دعاء الوالدين.. فإن في دعائهما النماء والإنجبار والإستئصال والبوار.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
95,من حق الوالدين بعد موتهما: الصلاة عليهما، والإستغفار لهما، وإنفاذ عهدهما، وصلة الرحم التي لا توصل إلا بهما، وإكرام صديقهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
96,سألوني: أيهما أجمل.. أمك أم القمر.. قلت لهم: إذا رأيت القمر تذكرت أمي.. وإذا رأيت أمي نسيت القمر.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
97,إن والديك أحسناً إليك في ضعفك وربياك حتى بلغت أشدك.. أتقلب لهما ظهر المجن عند حاجتهما إليك.. فأحسن إلى من أحسن إليك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
99,إن من عظم حق الوالدين أن قرن الله حقهما بحقه في كتابه الكريم، وعلى لسان رسوله صلى الله عليه وسلم.. فالله له نعمة الخلق والإيجاد، والوالدين لهما بعد الله نعمة التربية والإيلاد.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
100,بني.. إن لم تبرني بعد كهولتي فمتى يكون برك لي.. بني.. تذكر أن أولادك سيكونون لك كمثلك لي.. وكما تدين تدان.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
101,من قال أفٍ فقد عق والديه.. فكيف بمن قال أعظم من ذلك.. وكيف بمن قاطعهما أو أساء إليهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
102,إذا جعلك والديك أميراً مدللاً في صِغرك.. فإجعلهم ملوكاً في كِبرك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
103,عن الزهري، قال: كان الحسن بن علي لا يأكل مع أمه، وكان أبرّ الناس بها، فقيل له في ذلك، فقال: (أخاف أن آكل معها، فتسبق عينها إلى شيء من الطعام وأنا لا أدري، فآكله، فأكون قد عققتها).,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
104,كما أعطوك حقك في ضعفك فلا تنس حقهما في ضعفهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
105,برّ الأم والأب طريق للدخول الجنة.. إذا تريد أن يبرك أبنائك فبرّ والديك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
106,كل معصية تؤخر عقوبتها بمشيئة الله إلى يوم القيامة إلا العقوق، فإنه يعجل له في الدنيا، وكما تدين تدان.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
107,عن محمد بن سيرين، قال: (من مشى بين يدي أبيه فقد عقه، إلا أن يمشي يميط الأذى عن طريقه.ومن دعا أباه باسمه فقد عقه، إلا أن يقول: يا أبت).,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
108,لا ينبغي للإبن أن يتضجر منهما ولو بكلمة أف.. بل يجب الخضوع لأمرهما، وخفض الجناح لهما، ومعاملتها باللطف والتوقير وعدم الترفع عليهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
109,عليك ببرّ الوالدين كليهما.. وبرّ ذوي القربى وبرّ الأباعدِ.. ما في الأسى من تفتت الكبدِ.. مثل أسى والدٍ على ولدِ.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
110,واخضع لأمِّك وارضِها فعقوقها إِحدى الكِبر.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
111,أطِعِ الإِله كما أمر وإملأ فؤادك بِالحذر.. وأطِعِ أباك فإِنّه ربّاك مِن عهدِ الصِّغر.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
112,إن الله تعالى قسّم هذه الحقوق وجعلها مراتب، وأعظم تلك الحقوق الحق العظيم بعد حقّ عبادة الله تعالى وإفراده بالتوحيد، وهو الحقّ الذي ثنّى به سبحانه وما ذكر نبيًّاً من الأنبياء إلاّ وذكر معه هذا الحقّ الذي من أقامه، يكفر الله به السيئات ويرفع الدرجات، ألا وهو الإحسان للوالدين.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B5%D9%8A%D8%B1
117,ذات صلة,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
118, حكمة عن بر الوالدين قصير,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
119, أقوال عن بر الوالدين,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
120,أسهل الطرق لإرضاء ربك، أرضي والديك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
121,اكسب طاعة ابنك بطاعة والديك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
122,لا يغلق أمامك باب إلا ومفتاحه ببرّ والديك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
123,يا من تحت قدميك جنتي: أعذريني أن قصّرت يوماً.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
124,كما أعطوك حقك في ضعفك فلا تنس حقهما في ضعفهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
125,برّ الأم والأب طريق لدخول الجنة فإذا أردت أن يبرك أبناؤك فبرّ والديك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
126,أظهر التودد لوالديك وحاول إدخال السرور إليهما بكل ما يحبانه منك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
127,إن الوالدين أحق الناس بالمعاملة الحسنة.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
128,إن رضا الله في بر الوالدين.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
129,تسقط الرجولة إذا ارتفع صوتك على من تعب في تربيتك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
130,برّ الوالدين ليس شعارات ترفع إنّما هو تطبيق عملي.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
131,إذا جعلك والداك أميراً مدللاً في صغرك فاجعلهم ملوكاً في كبرك. ,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
132,إن والديك أحسنا إليك في ضعفك وربياك حتّى بلغت أشدك أتقلب لهما ظهرك عند حاجتهما إليك فأحسن إلى من أحسن إليك.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
133,الأب والأم أهم هدية ونعمة من الله يجب أن نحفظها ونرعاها ونحميها لنردها إلى الله رداً جميلاً.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
134,أجمل شعور يمكن أن تشعر به هو إسعاد والديك، فحاول دوماً إدخال البهجة والسرور إلى قلبهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
135,إذا أردت أن يحبك الله، فقم بواجبك نحو أهلك واهتم بهما وراعهما وأحسن إليهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
136,ما تفعله مع والديك سوف يفعله معك أبناءك فيما بعد، فما الطريقة التي تحب أن يعاملك بها أولادك في الكبر؟,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
137,برّ الوالدين أن تبذل لهما ما ملكت، وتطيعهما فيما أمراك ما لم يكن معصية.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
138,حق الوالد أعظم، وبر الوالدة ألزم.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
139,من وقّر أباه طال عمره، ومن وقّر أمه رأى ما يسرّه، ومن أحدَّ النظر إلى والديه عقهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
140,عانت الأم بحمله أثقالاً كثيرة، ولقيت وقت وضعه مزعجات مثيرة، وبالغت في تربيته، وسهرت في مداراته، وأعرضت عن جميع شهواتها، وقدمته على نفسها في كل حال، وقد ضم الأب إلى التسبب في إيجاده محبته بعد وجوده، وشفقته، وتربيته بالكسب له والإنفاق عليه، والعاقل يعرف حق المحسن، ويجتهد في مكافأته، وجهل الإنسان بحقوق المنعم من أخس صفاته، لا سيما إذا أضاف إلى جحد الحق المقابلة بسوء المنقلب، وليعلم البار بالوالدين أنّه مهما بالغ في برهما لم يف بشكرهما. ,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
141,احذروا دعاء الوالدين فإن في دعائهما النماء والانجبار والاستئصال والبوار.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
142,كن باراً بوالديك، ولا تنتظر حتى تضيع الفرصة، فالشعور بفقدان أحدهما سيجعلك تشعر بالندم.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
143,إن في طاعة الوالدين سبب في إطالة العمر وسعة في الرزق .,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
144,العيش ماضٍ فأكرم والديك به والأمّ أولى بإكرام وإحسان وحسبها الحمل والإرضاع تدمنه أمران بالفضل نالا كلّ إنسان.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
145,قلب الأم هوّة عميقة ستجد المغفرة دائما في قاعها.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
146,لما ماتت أم إِياس بن معاوية بكى عليها، فقيل له في ذلك فقال: كان لي بابان مفتوحان إلى الجنة فأغلق أحدهما.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
147,كل معصية تؤخر عقوبتها بمشيئة الله إلى يوم القيامة إلا العقوق، فإنه يعجل له في الدنيا، وكما تدين تدان.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
148,عليك ببرّ الوالدين كليهما وبرّ ذوي القربى وبرّ الأباعدِ ما في الأسى من تفتت الكبدِ مثل أسى والدٍ على ولدِ.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
149,إن الله تعالى قسّم هذه الحقوق وجعلها مراتب، وأعظم تلك الحقوق الحق العظيم بعد حقّ عبادة الله تعالى وإفراده بالتوحيد، وهو الحقّ الذي ثنّى به سبحانه وما ذكر نبيًّاً من الأنبياء إلاّ وذكر معه هذا الحقّ الذي من أقامه، يكفر الله به السيئات ويرفع الدرجات، ألا وهو الإحسان للوالدين.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
150,أطِعِ الإِله كما أمر واملأ فؤادك بِالحذر وأطِعِ أباك فإِنّه ربّاك مِن عهدِ الصِّغر.,البِرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A8%D8%B1_%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86
