,quote,classe,methode of collection,groupe,source URL
1278,٢ حكم وأمثال عن الصبر,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1279,٣ أقوال في الصبر,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1280,٤ قالوا عن الصبر,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1281,"٥ أبيات شعر عن الصبر 
٥.١ الإمام الشافعي
٥.٢ عبد الله الحارثي
٥.٣ مدرك الشيباني
٥.٤ أبو علي الأنباري
٥.٥ علي بن أبي طالب رضي الله عنه
٥.٦ محمد بن بشر
٥.٧ زهير بن أبي سلمة
",التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1282,٥.١ الإمام الشافعي,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1283,٥.٢ عبد الله الحارثي,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1284,٥.٣ مدرك الشيباني,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1285,٥.٤ أبو علي الأنباري,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1286,٥.٥ علي بن أبي طالب رضي الله عنه,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1287,٥.٦ محمد بن بشر,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1288,٥.٧ زهير بن أبي سلمة,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1289,٦ فيديو أمثال شعبية مضحكة,التواصي بالخيرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
1402,١ حكم جميلة عن التفاؤل,التفاؤلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%A4%D9%84
1403,٢ أبيات شعر عن التفاؤل,التفاؤلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%A4%D9%84
1404,٣ أقوال وحكم عن التفاؤل والأمل بالله,التفاؤلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%A4%D9%84
1405,٤ عبارات متفائلة,التفاؤلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%A4%D9%84
1435,١ أقوال جميلة عن حسن الظن,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%B8%D9%86
1436,٢ عبارات حلوة عن حسن الظن بالله,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%B8%D9%86
1437,٣ أقوال رائعة عن النية الطيبة,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%B8%D9%86
1438,٤ حكم مؤثرة عن سوء الظن,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%B8%D9%86
1439,٥ أشعار متنوعة عن حسن وسوء الظن,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%B8%D9%86
1490,١ أقوال وحكم في سوء الظن,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86
1491,٢ أقوال وحكم في سوء الظن والتشاؤم,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86
1492,٣ أقوال وحكم في سوء الظن بالآخرين,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86
1493,٤ أقوال وحكم في سوء الظن وحسن الظن,حُسنِ الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86
1549,١ أقوال وحكم عن الكرم,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1550,٢ حكم عن الكرم والبخل,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1551,٣ كلمات عن الكرم مع الناس,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1552,٤ شعر في الكرم,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1605,١ حكم في الكرم,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1606,٢ كلمات في الجود والكرم,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1607,٣ عبارات عن الكرم والسخاء,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1608,٤ أقوال مأثورة عن الكرم,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1609,٥ كلمات في الكرم في غير أهله,الجودُ، الكرمُ، السخاءُ، البذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D9%85
1676,١ الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1677,٢ حكم وعبر في الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1678,٣ نصائح قيّمة في الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1679,٤ رسائل ومقتطفات من الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1680,٥ خواطر قيّمة في الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1681,٦ حكم عربيّة قديمة في الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1682,٧ أقوال وحكم مشهورة في الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1683,٨ أمثال متنوعة في الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1684,٩ عبارات عن السعادة في الحياة,الجديَّةُ والحزمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D9%88_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
1777,إنما الفخر لعقل ثابت … وحياء وعفاف وأدب.,الحياءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A1
1820,١ حكم في تحقيق الأحلام,الحِلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AA%D8%AD%D9%82%D9%8A%D9%82_%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85
1821,٢ لكلّ حلم بداية,الحِلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AA%D8%AD%D9%82%D9%8A%D9%82_%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85
1822,٣ كلمات في المثابرة على تحقيق الأحلام,الحِلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AA%D8%AD%D9%82%D9%8A%D9%82_%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85
1823,٤ لا يأس مع الحياة,الحِلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AA%D8%AD%D9%82%D9%8A%D9%82_%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85
1839,‏ليس هناك أي وقت متأخر لبداية تحقيق ما تريده، ابدأ من أي نقطة.,الحِلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AA%D8%AD%D9%82%D9%8A%D9%82_%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85
1840,لكلّ واحد منا -مهما كان وضعه- هدف يطمح لتحقيقه، بغضّ النظر عن مشروعيّة الهدف، واختلاف التفكير لكلّ منّا، إلّا أنّه لن نستطيع جميعاً تحقيق هدفنا إن لم نصرّ، ونفعل المستحيل ليكون، لعلّ ما تُعانيه في هذا الوقت بقعة من أطهر البقاع في الدنيا، وما نحن عليه نظنّ أن لن نزيح عنها ما هي فيه، لكن لو أنّنا أصررنا إصرار من جعلها على حالها هذا، لأعدناها كما تريد ونريد.,الحِلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AA%D8%AD%D9%82%D9%8A%D9%82_%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85
1844,إذا أردت تحقيق أشياء ذات قيمة في حياتك الخاصة فعليك أولاً أن تكون شخصا ذا قيمة من وجهة نظرك عبر تنميتك الذاتية لنفسك. - ديل كارنيجي,الحِلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AA%D8%AD%D9%82%D9%8A%D9%82_%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85
1864,كل الناجحين من الرجال والنساء هم من كبار الحالمين؛ فهم يحلمون كيف سيكون مستقبلهم، ويتخيلون كل التفاصيل فيه، ثم يعملون كل يوم من أجل بلوغ رؤيتهم البعيدة هذه ومن أجل تحقيق هدفهم وغرضهم هذا. - ديل كارنيجي,الحِلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AA%D8%AD%D9%82%D9%8A%D9%82_%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85
1871,١ الأمثال العربية,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1872,٢ أمثال عن العزة والشجاعة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1873,٣ أمثال عن الصبر والمواساة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1874,٤ أمثال عن العلم والحكمة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1875,٥ أمثال عن الصداقة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1876,٦ أمثال عن الذكاء,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1877,٧ أمثال عن الخبرة في الحياة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1878,٨ أمثال عن المشورة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1879,٩ أمثال عن النصح,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1880,١٠ أمثال عن الجد والعمل,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1881,١١ أمثال عن السكوت والكلام,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1882,١٢ أمثال عن المدح ومكارم الأخلاق,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1883,١٣ أمثال عن العدل,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1884,١٤ أمثال عن الحذر,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1885,١٥ أمثال عن الحب,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
1886,١٦ فيديو أمثال شعبية,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2041,١ أجمل الحكم العربية عن أسلوب التعامل مع الحياة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2042,٢ أجمل الحكم العربية عن الحب والزواج,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2043,٣ أجمل الحكم العربية عن الصداقة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2044,٤ أجمل الحكم العربية عن القوة والتفاؤل,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2140,١ حكم قصيرة عن حفظ اللسان,حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2141,٢ حكم السلف الصالح عن حفظ اللسان,حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2142,٣ حكم لمشاهير مؤثرين عن حفظ اللسان,حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2143,٤ حكم عن حفظ اللسان لمنشورات التواصل الاجتماعي,حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2144,٥ أمثال مشهورة عن حفظ اللسان,حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2184," قال سليمان بن داوود: ""إن كان الكلام من فضة فالسكوت من ذهب""‏.‏",حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2185," قال عبد الله بن مسعود‏:‏ ""والله الذي لا إله إلا هو ما شيءٍ أحوج إلى طول سجن من لسان"".‏",حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2186," قال طاووس‏:‏ ""لساني سبع إن أرسلته أكلني""‏.‏",حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2187," قال وهب بن منبه‏:‏ ""في كمة آل داوود حق على العاقل أن يكون عارفًا بزمانه، حافظًا للسانه، مقبلًا على شأنه""‏.‏",حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2188," قال عمر بن عبد العزيز رحمه الله‏:‏ ""من جعل دينه عرضة للخصومات أكثر التنقل""‏.‏",حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2189," قال مسلم بن يسار‏:‏ ""إياكم والمراء؛ فإنّه ساعة جهل العالم وعندها يبتغي الشيطان زلته‏"".‏",حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2190," قال لقمان لابنه‏:‏ ""يا بني لا تجادل العلماء فيمقتوك"".",حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
2191," قال بلال بن سعد‏:‏ ""إذا رأيت الرجل لجوجًا معجبًا برأيه فقد تمت خسارته‏"".‏",حِفظِ اللسانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D9%84%D8%B3%D8%A7%D9%86
